"Statistic","Year","Region","UNIT","VALUE"
"Product Subsidies (Euro Million)","2007","State","Euro Million","-1188"
"Product Subsidies (Euro Million)","2007","Northern and Western","Euro Million","-143"
"Product Subsidies (Euro Million)","2007","Border","Euro Million","-61"
"Product Subsidies (Euro Million)","2007","West","Euro Million","-82"
"Product Subsidies (Euro Million)","2007","Southern","Euro Million","-387"
"Product Subsidies (Euro Million)","2007","Mid-West","Euro Million","-106"
"Product Subsidies (Euro Million)","2007","South-East","Euro Million","-79"
"Product Subsidies (Euro Million)","2007","South-West","Euro Million","-202"
"Product Subsidies (Euro Million)","2007","Eastern and Midland","Euro Million","-659"
"Product Subsidies (Euro Million)","2007","Dublin","Euro Million","-470"
"Product Subsidies (Euro Million)","2007","Dublin and Mid-East","Euro Million","-612"
"Product Subsidies (Euro Million)","2007","Mid-East","Euro Million","-142"
"Product Subsidies (Euro Million)","2007","Midland","Euro Million","-47"
"Product Subsidies (Euro Million)","2008","State","Euro Million","-1276"
"Product Subsidies (Euro Million)","2008","Northern and Western","Euro Million","-153"
"Product Subsidies (Euro Million)","2008","Border","Euro Million","-65"
"Product Subsidies (Euro Million)","2008","West","Euro Million","-88"
"Product Subsidies (Euro Million)","2008","Southern","Euro Million","-407"
"Product Subsidies (Euro Million)","2008","Mid-West","Euro Million","-112"
"Product Subsidies (Euro Million)","2008","South-East","Euro Million","-86"
"Product Subsidies (Euro Million)","2008","South-West","Euro Million","-209"
"Product Subsidies (Euro Million)","2008","Eastern and Midland","Euro Million","-717"
"Product Subsidies (Euro Million)","2008","Dublin","Euro Million","-520"
"Product Subsidies (Euro Million)","2008","Dublin and Mid-East","Euro Million","-668"
"Product Subsidies (Euro Million)","2008","Mid-East","Euro Million","-149"
"Product Subsidies (Euro Million)","2008","Midland","Euro Million","-48"
"Product Subsidies (Euro Million)","2009","State","Euro Million","-1249"
"Product Subsidies (Euro Million)","2009","Northern and Western","Euro Million","-147"
"Product Subsidies (Euro Million)","2009","Border","Euro Million","-60"
"Product Subsidies (Euro Million)","2009","West","Euro Million","-87"
"Product Subsidies (Euro Million)","2009","Southern","Euro Million","-399"
"Product Subsidies (Euro Million)","2009","Mid-West","Euro Million","-106"
"Product Subsidies (Euro Million)","2009","South-East","Euro Million","-75"
"Product Subsidies (Euro Million)","2009","South-West","Euro Million","-218"
"Product Subsidies (Euro Million)","2009","Eastern and Midland","Euro Million","-702"
"Product Subsidies (Euro Million)","2009","Dublin","Euro Million","-508"
"Product Subsidies (Euro Million)","2009","Dublin and Mid-East","Euro Million","-656"
"Product Subsidies (Euro Million)","2009","Mid-East","Euro Million","-147"
"Product Subsidies (Euro Million)","2009","Midland","Euro Million","-46"
"Product Subsidies (Euro Million)","2010","State","Euro Million","-1111"
"Product Subsidies (Euro Million)","2010","Northern and Western","Euro Million","-136"
"Product Subsidies (Euro Million)","2010","Border","Euro Million","-53"
"Product Subsidies (Euro Million)","2010","West","Euro Million","-83"
"Product Subsidies (Euro Million)","2010","Southern","Euro Million","-351"
"Product Subsidies (Euro Million)","2010","Mid-West","Euro Million","-96"
"Product Subsidies (Euro Million)","2010","South-East","Euro Million","-64"
"Product Subsidies (Euro Million)","2010","South-West","Euro Million","-191"
"Product Subsidies (Euro Million)","2010","Eastern and Midland","Euro Million","-624"
"Product Subsidies (Euro Million)","2010","Dublin","Euro Million","-471"
"Product Subsidies (Euro Million)","2010","Dublin and Mid-East","Euro Million","-585"
"Product Subsidies (Euro Million)","2010","Mid-East","Euro Million","-115"
"Product Subsidies (Euro Million)","2010","Midland","Euro Million","-39"
"Product Subsidies (Euro Million)","2011","State","Euro Million","-1088"
"Product Subsidies (Euro Million)","2011","Northern and Western","Euro Million","-142"
"Product Subsidies (Euro Million)","2011","Border","Euro Million","-54"
"Product Subsidies (Euro Million)","2011","West","Euro Million","-88"
"Product Subsidies (Euro Million)","2011","Southern","Euro Million","-360"
"Product Subsidies (Euro Million)","2011","Mid-West","Euro Million","-94"
"Product Subsidies (Euro Million)","2011","South-East","Euro Million","-62"
"Product Subsidies (Euro Million)","2011","South-West","Euro Million","-204"
"Product Subsidies (Euro Million)","2011","Eastern and Midland","Euro Million","-586"
"Product Subsidies (Euro Million)","2011","Dublin","Euro Million","-448"
"Product Subsidies (Euro Million)","2011","Dublin and Mid-East","Euro Million","-549"
"Product Subsidies (Euro Million)","2011","Mid-East","Euro Million","-101"
"Product Subsidies (Euro Million)","2011","Midland","Euro Million","-37"
"Product Subsidies (Euro Million)","2012","State","Euro Million","-1127"
"Product Subsidies (Euro Million)","2012","Northern and Western","Euro Million","-142"
"Product Subsidies (Euro Million)","2012","Border","Euro Million","-53"
"Product Subsidies (Euro Million)","2012","West","Euro Million","-90"
"Product Subsidies (Euro Million)","2012","Southern","Euro Million","-374"
"Product Subsidies (Euro Million)","2012","Mid-West","Euro Million","-99"
"Product Subsidies (Euro Million)","2012","South-East","Euro Million","-65"
"Product Subsidies (Euro Million)","2012","South-West","Euro Million","-211"
"Product Subsidies (Euro Million)","2012","Eastern and Midland","Euro Million","-611"
"Product Subsidies (Euro Million)","2012","Dublin","Euro Million","-470"
"Product Subsidies (Euro Million)","2012","Dublin and Mid-East","Euro Million","-573"
"Product Subsidies (Euro Million)","2012","Mid-East","Euro Million","-103"
"Product Subsidies (Euro Million)","2012","Midland","Euro Million","-37"
"Product Subsidies (Euro Million)","2013","State","Euro Million","-1079"
"Product Subsidies (Euro Million)","2013","Northern and Western","Euro Million","-123"
"Product Subsidies (Euro Million)","2013","Border","Euro Million","-47"
"Product Subsidies (Euro Million)","2013","West","Euro Million","-75"
"Product Subsidies (Euro Million)","2013","Southern","Euro Million","-345"
"Product Subsidies (Euro Million)","2013","Mid-West","Euro Million","-88"
"Product Subsidies (Euro Million)","2013","South-East","Euro Million","-73"
"Product Subsidies (Euro Million)","2013","South-West","Euro Million","-185"
"Product Subsidies (Euro Million)","2013","Eastern and Midland","Euro Million","-611"
"Product Subsidies (Euro Million)","2013","Dublin","Euro Million","-478"
"Product Subsidies (Euro Million)","2013","Dublin and Mid-East","Euro Million","-579"
"Product Subsidies (Euro Million)","2013","Mid-East","Euro Million","-100"
"Product Subsidies (Euro Million)","2013","Midland","Euro Million","-33"
"Product Subsidies (Euro Million)","2014","State","Euro Million","-981"
"Product Subsidies (Euro Million)","2014","Northern and Western","Euro Million","-109"
"Product Subsidies (Euro Million)","2014","Border","Euro Million","-40"
"Product Subsidies (Euro Million)","2014","West","Euro Million","-69"
"Product Subsidies (Euro Million)","2014","Southern","Euro Million","-305"
"Product Subsidies (Euro Million)","2014","Mid-West","Euro Million","-70"
"Product Subsidies (Euro Million)","2014","South-East","Euro Million","-60"
"Product Subsidies (Euro Million)","2014","South-West","Euro Million","-175"
"Product Subsidies (Euro Million)","2014","Eastern and Midland","Euro Million","-568"
"Product Subsidies (Euro Million)","2014","Dublin","Euro Million","-447"
"Product Subsidies (Euro Million)","2014","Dublin and Mid-East","Euro Million","-538"
"Product Subsidies (Euro Million)","2014","Mid-East","Euro Million","-91"
"Product Subsidies (Euro Million)","2014","Midland","Euro Million","-30"
"Product Subsidies (Euro Million)","2015","State","Euro Million","-893"
"Product Subsidies (Euro Million)","2015","Northern and Western","Euro Million","-77"
"Product Subsidies (Euro Million)","2015","Border","Euro Million","-28"
"Product Subsidies (Euro Million)","2015","West","Euro Million","-49"
"Product Subsidies (Euro Million)","2015","Southern","Euro Million","-383"
"Product Subsidies (Euro Million)","2015","Mid-West","Euro Million","-60"
"Product Subsidies (Euro Million)","2015","South-East","Euro Million","-48"
"Product Subsidies (Euro Million)","2015","South-West","Euro Million","-275"
"Product Subsidies (Euro Million)","2015","Eastern and Midland","Euro Million","-433"
"Product Subsidies (Euro Million)","2015","Dublin","Euro Million","-328"
"Product Subsidies (Euro Million)","2015","Dublin and Mid-East","Euro Million","-409"
"Product Subsidies (Euro Million)","2015","Mid-East","Euro Million","-81"
"Product Subsidies (Euro Million)","2015","Midland","Euro Million","-24"
"Product Subsidies (Euro Million)","2016","State","Euro Million","-937"
"Product Subsidies (Euro Million)","2016","Northern and Western","Euro Million","-77"
"Product Subsidies (Euro Million)","2016","Border","Euro Million","-28"
"Product Subsidies (Euro Million)","2016","West","Euro Million","-49"
"Product Subsidies (Euro Million)","2016","Southern","Euro Million","-364"
"Product Subsidies (Euro Million)","2016","Mid-West","Euro Million","-67"
"Product Subsidies (Euro Million)","2016","South-East","Euro Million","-49"
"Product Subsidies (Euro Million)","2016","South-West","Euro Million","-248"
"Product Subsidies (Euro Million)","2016","Eastern and Midland","Euro Million","-496"
"Product Subsidies (Euro Million)","2016","Dublin","Euro Million","-380"
"Product Subsidies (Euro Million)","2016","Dublin and Mid-East","Euro Million","-473"
"Product Subsidies (Euro Million)","2016","Mid-East","Euro Million","-93"
"Product Subsidies (Euro Million)","2016","Midland","Euro Million","-23"
"Product Subsidies (Euro Million)","2017","State","Euro Million","-958"
"Product Subsidies (Euro Million)","2017","Northern and Western","Euro Million","-79"
"Product Subsidies (Euro Million)","2017","Border","Euro Million","-31"
"Product Subsidies (Euro Million)","2017","West","Euro Million","-48"
"Product Subsidies (Euro Million)","2017","Southern","Euro Million","-378"
"Product Subsidies (Euro Million)","2017","Mid-West","Euro Million","-80"
"Product Subsidies (Euro Million)","2017","South-East","Euro Million","-47"
"Product Subsidies (Euro Million)","2017","South-West","Euro Million","-252"
"Product Subsidies (Euro Million)","2017","Eastern and Midland","Euro Million","-500"
"Product Subsidies (Euro Million)","2017","Dublin","Euro Million","-387"
"Product Subsidies (Euro Million)","2017","Dublin and Mid-East","Euro Million","-477"
"Product Subsidies (Euro Million)","2017","Mid-East","Euro Million","-90"
"Product Subsidies (Euro Million)","2017","Midland","Euro Million","-23"
"Product Subsidies (Euro Million)","2018","State","Euro Million","-1022"
"Product Subsidies (Euro Million)","2018","Northern and Western","Euro Million","-80"
"Product Subsidies (Euro Million)","2018","Border","Euro Million","-30"
"Product Subsidies (Euro Million)","2018","West","Euro Million","-49"
"Product Subsidies (Euro Million)","2018","Southern","Euro Million","-418"
"Product Subsidies (Euro Million)","2018","Mid-West","Euro Million","-90"
"Product Subsidies (Euro Million)","2018","South-East","Euro Million","-61"
"Product Subsidies (Euro Million)","2018","South-West","Euro Million","-267"
"Product Subsidies (Euro Million)","2018","Eastern and Midland","Euro Million","-524"
"Product Subsidies (Euro Million)","2018","Dublin","Euro Million","-408"
"Product Subsidies (Euro Million)","2018","Dublin and Mid-East","Euro Million","-503"
"Product Subsidies (Euro Million)","2018","Mid-East","Euro Million","-95"
"Product Subsidies (Euro Million)","2018","Midland","Euro Million","-21"
"Product Subsidies (Euro Million)","2019","State","Euro Million","-1017"
"Product Subsidies (Euro Million)","2019","Northern and Western","Euro Million","-73"
"Product Subsidies (Euro Million)","2019","Border","Euro Million","-28"
"Product Subsidies (Euro Million)","2019","West","Euro Million","-45"
"Product Subsidies (Euro Million)","2019","Southern","Euro Million","-423"
"Product Subsidies (Euro Million)","2019","Mid-West","Euro Million","-98"
"Product Subsidies (Euro Million)","2019","South-East","Euro Million","-71"
"Product Subsidies (Euro Million)","2019","South-West","Euro Million","-253"
"Product Subsidies (Euro Million)","2019","Eastern and Midland","Euro Million","-521"
"Product Subsidies (Euro Million)","2019","Dublin","Euro Million","-411"
"Product Subsidies (Euro Million)","2019","Dublin and Mid-East","Euro Million","-503"
"Product Subsidies (Euro Million)","2019","Mid-East","Euro Million","-92"
"Product Subsidies (Euro Million)","2019","Midland","Euro Million","-18"
"Gross Value Added (GVA) at Market Prices (Euro Million)","2000","State","Euro Million","108495"
"Gross Value Added (GVA) at Market Prices (Euro Million)","2000","Northern and Western","Euro Million","13031"
"Gross Value Added (GVA) at Market Prices (Euro Million)","2000","Border","Euro Million","5309"
"Gross Value Added (GVA) at Market Prices (Euro Million)","2000","West","Euro Million","7722"
"Gross Value Added (GVA) at Market Prices (Euro Million)","2000","Southern","Euro Million","35282"
"Gross Value Added (GVA) at Market Prices (Euro Million)","2000","Mid-West","Euro Million","11127"
"Gross Value Added (GVA) at Market Prices (Euro Million)","2000","South-East","Euro Million","6444"
"Gross Value Added (GVA) at Market Prices (Euro Million)","2000","South-West","Euro Million","17712"
"Gross Value Added (GVA) at Market Prices (Euro Million)","2000","Eastern and Midland","Euro Million","60182"
"Gross Value Added (GVA) at Market Prices (Euro Million)","2000","Dublin","Euro Million","44534"
"Gross Value Added (GVA) at Market Prices (Euro Million)","2000","Dublin and Mid-East","Euro Million","56295"
"Gross Value Added (GVA) at Market Prices (Euro Million)","2000","Mid-East","Euro Million","11762"
